[header]
width=50
height=50
tilewidth=16
tileheight=16

[tilesets]
tileset=../../../../dirt-tiles.png,16,16,0,0

[layer]
type=Tile Layer 1
data=
10,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,13,
34,60,60,36,59,35,35,36,59,35,35,36,74,35,35,60,35,60,36,60,36,36,35,60,35,74,60,36,60,36,36,60,36,36,35,36,74,36,36,36,35,74,74,60,36,36,60,36,36,37,
34,60,59,60,59,60,60,60,36,59,35,36,36,36,36,36,59,35,60,60,36,60,35,35,35,74,36,59,59,36,35,60,35,59,36,59,35,60,36,60,60,35,36,35,35,60,36,35,35,13,
34,36,35,60,60,36,35,59,59,36,36,59,60,60,59,59,36,59,59,59,59,59,59,60,60,35,59,60,59,35,60,60,36,59,35,59,35,60,36,60,35,35,59,59,35,59,36,59,35,61,
34,36,36,36,36,35,36,59,60,60,60,60,60,35,60,59,36,59,36,35,36,59,35,35,59,36,36,36,36,60,36,35,60,60,59,59,60,36,36,59,36,60,36,36,59,59,36,35,60,13,
34,59,59,36,59,60,36,36,60,36,35,36,36,59,36,36,59,35,35,36,60,59,60,60,36,35,35,59,36,60,35,36,59,36,35,60,60,36,36,36,60,59,59,59,60,60,59,59,60,61,
34,59,35,36,59,59,60,59,60,36,60,36,60,59,36,60,59,36,35,60,36,35,60,36,36,36,35,59,59,60,60,36,35,59,59,59,35,59,59,60,36,35,59,36,60,36,59,36,59,13,
34,36,60,36,60,36,59,60,35,35,35,35,36,35,59,59,59,60,36,60,35,35,60,36,36,59,36,59,59,36,59,60,36,59,36,60,36,36,59,35,35,60,60,59,59,35,36,59,36,61,
34,35,60,36,59,36,36,60,60,36,60,60,60,35,35,60,36,36,35,35,59,35,60,60,60,35,60,59,59,36,60,60,35,35,36,36,35,59,60,36,60,59,36,60,36,36,35,36,36,37,
34,60,36,36,59,60,60,59,35,36,59,35,60,36,60,36,59,35,60,36,35,35,35,60,59,35,36,35,59,35,60,59,59,60,36,60,36,60,60,60,35,35,35,60,36,59,59,36,60,61,
34,60,60,59,36,60,35,36,60,59,60,35,35,35,35,35,35,35,60,59,60,36,35,35,60,60,59,59,60,35,35,36,60,36,60,35,59,60,60,36,35,36,59,35,35,36,59,59,60,13,
34,59,60,36,60,60,35,35,35,60,35,36,35,35,60,59,59,59,35,60,35,35,35,60,60,59,59,59,35,60,35,60,35,35,35,35,59,59,59,60,36,60,59,35,59,36,35,59,60,61,
34,36,59,60,59,60,36,60,60,36,59,35,35,35,59,60,36,36,60,59,36,35,59,35,36,35,60,60,35,60,60,59,59,36,59,59,36,35,36,60,35,36,59,59,35,59,35,36,36,61,
